sequence	16S_rRNA_Count	metadata_NSTI	closest_reference_genome
3532381e0468dd6f2bc8b96196808ab9	1	0.041959	GCA_016874845.1
3552573d0ae936cf09117b28fe9748ef	1	0.077438	GCF_000429065.1
355bb00fea56b5e8ed4c92fed0ce539a	1	0.054058	GCA_005881595.1
35695824b1535fd8284f6b81ffe4df72	2	0.073276	GCA_016717705.1
357194e516e04d088bccafc71c3f1f91	1	0.120144	GCF_900108055.1
35738d4505ca690cad2f5766ce4ca06d	4	0.110525	GCF_000585395.1
3579b2f22da5a4ddc8efd3f91aab69b0	1	0.090228	GCF_008254045.1
357f1cc77050f4878b5cf94df5e1c43b	1	0.04024	GCF_014203045.1
358751b2917f592aaeb56ef2ca7d3ab7	1	0.00015	GCF_013141695.1
3589a0842a93cbfb53eb76e32a9dd650	1	0.014755	GCA_903935335.1
3592c0c859edd29d64bcc5621c2e7803	1	0.048684	GCA_020161755.1
359489499cb641313d405826b61afd08	1	0.119062	GCA_019689555.1
35a3dcd81c2a10be6dbb4079526d6a4a	1	0.075837	GCF_007747215.1
35a5fd959477238834326416a1416ff2	1	0.02258	GCA_022843745.1
35abe89fa304b0640c85eba586540783	1	0.059716	GCA_021414005.1
35ad02d6deea38c17ec7a60cc4ebde23	1	0.118435	GCA_000522425.1
35b2aa2db3c090bb2417cb5a72796e6c	1	0.033998	GCF_000336555.1
35b44d28e8a850123e7655936d190dab	1	0.020216	GCF_004138335.1
35bcfbb0fda35bf971f679c18d308c66	2	0.167045	GCF_000019165.1
35bebf4b97fc45cb51d960562ddd8947	2	0.060085	GCA_902806405.1
35bed71b08fc157cc266e46bef0d4ca7	1	0.025753	GCA_019459525.1
35caf054197d8a75702be4f8c3c48cde	1	0.033499	GCA_002215645.1
35cf35a570313cd97e35c7b4194ceb84	1	0.313135	GCA_009930475.1
35d2e41889032e5b3c59167751042e0a	1	0.059541	GCA_021414005.1
35d368473330ea21999dc0c110ce38d0	1	0.188842	GCA_003134765.1
35dd166bc0df4223b6e018d66c929b71	1	0.12615	GCA_018436725.1
35e4ba8daa850c4f4157a6e203de08c1	1	0.562334	GCF_001484045.1
35ed7cac70707a62066cbbf38cc28585	1	0.027985	GCF_019924045.1
35ef08cfd349df0ccd50d3b043ece58b	1	0.059057	GCF_008180865.1
360b48a1710c9156e451a69831afb8ce	2	0.111358	GCF_001262605.1
360f8f2d2fd47cbd2a104161733cfeef	1	0.041481	GCF_014647515.1
361cd173a51ae0e5b27f6b1242907ef4	1	0.092543	GCF_009906795.1
361d21df8e16c231e6835801f0645552	2	0.04515	GCF_001262605.1
36209dbf49b2190a9f611aea36a35c37	1	0.102153	GCA_016209205.1
363da97b4761df8417b78fe664affec4	1	0.1245	GCA_017881445.1
363db9ee799e44e7ce64a26f7bca433b	1	0.301603	GCF_000147075.1
3656f3a491ecd44a7494eaa8ca9de043	1	0.109521	GCA_945861025.1
3660aa863742d919903783928de4a941	2	0.036133	GCF_000271485.2
366e2c1bd0396bbb3f5bade1b23cfe09	1	0.025965	GCF_902498805.1
36775ef5fb5af9d0f344885af50ef564	1	0.045542	GCA_945906305.1
368459d076d4b94697b5a16e31322ba1	1	0.020326	GCF_001686985.1
3687ca589616104152f29656ba67211f	1	0.030537	GCA_013426795.1
36bae15cdc976a84ac6aed89237851f4	1	0.056266	GCF_014641715.1
36c9d1542e68391ce233b9a11cf47819	1	0.057515	GCF_014647515.1
36e154c2582c01e81bf3c456d1d41e70	1	0.187637	GCA_015075625.1
36e2b9f650e77df06a3ba8aa7eb99c92	1	0.093788	GCA_019739225.1
36ea7265c73e47fa01fec25c3f17817f	1	0.058831	GCA_023438785.1
36f691d1dfe4657596e984dbcf310b7c	1	0.147472	GCF_007970665.1
36fe306245737e19b04745faa50dafdb	1	0.079449	GCF_001618865.1
36fe666760b187b04a801a26230a4026	1	0.003893	GCF_000426365.1
37063428493b7faaa42a0fe954de736d	1	0.271259	GCA_021323475.1
3709bd47b8b896e4be171b9816892738	1	0.070928	GCF_004834005.1
3715d106d9447b94b4377d90e80adef7	1	0.180346	GCA_002713695.1
37175f2b9e5ae3e43c84f1603f05d446	1	0.026138	GCF_000600335.2
371830217f472c02fda0ccff0203a247	2	0.125439	GCF_000169155.1
371ec160cdbf168d57c86ea9654b5b7a	1	0.037064	GCF_000336555.1
372745d24c2add6ef2ca9d85cf58afec	1	0.168607	GCA_020718205.1
372ace2baf56c0bc474ec5ff64b7648f	2	0.105042	GCA_023957015.1
372ebb79dca4ae2aed3e5b9124b21ee4	1	0.034409	GCF_023822005.2
3735d30f7690ce4b4f15a8daa94a1dfb	1	0.123788	GCA_016715195.1
37426270d9e5421e80d0c2b10ed320e1	3	0.007454	GCA_016721185.1
3747b2acb8a994ba20ced42ece796aa3	1	0.111623	GCF_900103935.1
3748021da812bf1c38201cb0aea062a9	1	0.00015	GCF_016698645.1
37522733de13831b7e9300915158f2d6	1	0.003697	GCF_002198715.1
3766392dc136aeaae38cf3d3d34316fe	2	0.08588	GCA_016708905.1
376f868fe201f8867bf2d6da07c1ab3e	1	0.10902	GCA_023438785.1
377750879d63069518aea79cc31c2e48	3	0.009088	GCA_018828385.1
3777f28ecd5e01b9dab3552206261d2d	1	0.121941	GCF_902459475.1
3786ed0a9ee85adee7e9f5d69d46b18d	1	0.102101	GCA_016869915.1
378f2104559cf5c5c37ec5adeeaafe79	1	0.035208	GCA_003220225.1
37a6a32820ec95c50060c322ed4574f3	2	0.099133	GCF_003205875.1
37ab696a75db8eb25cc44e46bb3d7ed5	1	0.033798	GCF_018598585.1
37ad07e830996780eb61eafca93e4ef0	1	0.258697	GCF_001592745.1
37bfacadc0a3080ff93d66ed94a92500	1	0.094074	GCA_024128875.1
37ca9e3239e2fac40502932d2db4daaf	1	0.077064	GCA_016871515.1
37cfaac36aacad59860a11566cdf94ac	1	0.095971	GCA_019694875.1
37d52e1f23f76c1be4f4645ae5e26b2b	1	0.098167	GCF_900108055.1
37e407535e048413d14efcb9ced94d9f	1	0.014617	GCA_004366385.1
37e486d2f5b9b459e7e18cdaa3cdc0f1	1	0.084823	GCA_017302875.1
37e9b8c92bb697f1113c2858c7211088	1	0.083688	GCA_903844155.1
37efe9b1c7955b516641e5f1203eddcb	1	0.095073	GCA_022561755.1
37f0f5a7e1b47c0bcbc1c4bc75959843	2	0.090085	GCA_902806405.1
37f9b87a2107380aee66aa76711b575b	1	0.389569	GCA_021158845.1
3801a6f37653360cbeafa4ae9885936a	1	0.008366	GCF_023822005.2
382d5366c10b2411340a7e53ff717cfe	1	0.078849	GCA_016872755.1
383a4a8d692e9b4705e057c531790ade	1	0.223532	GCA_913774715.1
3842f6a389129a67d7c1f0b7150aceb7	1	0.317949	GCA_021323475.1
384e9340c1c4a75d1143990c1ae3d426	1	0.076363	GCA_020637235.1
384f2d9d8f15ec0c53d78087d9596e2d	1	0.080139	GCA_024128875.1
386b29e477d49713db9703361dfdfea7	1	0.003853	GCF_014202975.1
3876810df6c44e48d71ca63c0187fa71	1	0.118921	GCA_021823625.1
3895b8a056beadf7feabef26d652b37c	1	0.230469	GCA_012523895.1
38992d02006362d55f4e4fb72f0afb9c	1	0.131785	GCA_016713365.1
389974c99c6715e7c7106d51898c674f	1	0.052464	GCF_900111115.1
38a3a71b2f951c88925dcb83306f46ea	1	0.039841	GCA_009773565.1
38a42147f85bdd7a6ed301d1afae0879	1	0.223769	GCA_021323415.1
38a8e821c56981cd980a4502f0b03d30	1	0.459829	GCF_001484045.1
38bb292adbcd067e0c129480b3d65be3	1	0.130393	GCF_002973605.1
38c7205f0c1c491546cf9cc24d6d9e3b	1	0.014817	GCF_016924755.1
38cb128e62299f0897f382fa4f80ef09	1	0.095147	GCF_015169395.1
38da3e6bc8d482ab65a85b99bf9bd6eb	1	0.024906	GCA_021414005.1
38ec31f34f564e359ad8a441122111fa	1	0.018093	GCF_000024205.1
38f04980439d4484aefb7c48d0ddb8be	1	0.148402	GCA_023416335.1
38f9add58190990a21bdabcd58f77b14	1	0.142312	GCF_000299235.1
38fa508f6938b0396e03f5e081888a49	1	1.432776	GCA_016875875.1
392b8eaf81fcd62806431f0fd3ceb7bc	1	0.101931	GCA_021730945.1
392f162b4bb107d06e5754144b8e5ce6	1	0.126383	GCF_900108055.1
393f702e2aba538b4c6db192fdb60284	1	0.021248	GCA_016869535.1
394c40518826f90a52c26e04e364c3ef	1	0.166439	GCA_016125185.1
39524c50bc17c8264f1659300b549afd	1	0.282784	GCF_015169395.1
3952a8c9233fb30c0a3cf0248def1e7d	1	0.026198	GCA_004366385.1
396866d1183e0456f01bbc3cacd95053	1	0.202531	GCA_945875585.1
396d8c5e388cd6370d19d5095ccfaaec	1	0.030018	GCA_016185345.1
3971e5dab2ddfc179bb9ca62449d2e79	1	0.11689	GCA_014360005.1
3971e62a84fc4383a322cd1f51dfd0a9	1	0.138483	GCA_020161935.1
398fd6ab0c90d9a8057d634caad94356	1	0.037548	GCA_016712175.1
39b1f7e3181d3b9b3b683910ddd537c4	1	0.130648	GCF_900108055.1
39bc40fb786b6ae35a10b09d85a09809	1	0.00015	GCF_002872075.1
39d234e13dbb1b9da3a4a88f0bcbb8e9	1	0.145999	GCA_001644975.1
39db689eddf2a56590f6f6adc34d30bf	1	0.171547	GCA_013791745.1
39dcce4ce1afce9dd3a47efe731435cf	1	0.254452	GCA_021778805.1
39fb56feb4ee15214e5e871b7227149a	1	0.112867	GCA_023391285.1
39fc320a828e37da5eaa641765f186ae	1	0.067289	GCA_023428085.1
3a0d133b25b5e6491db455fd351edaa9	1	0.007827	GCF_009765165.1
3a13a08803ad93a9ed7c5fb4f6339117	1	0.026342	GCA_020832495.1
3a1ade63a2e75eaea1a44a99f3f1b1de	1	0.072856	GCA_025055215.1
3a21fbb94ca6e0fa1a4e0776f76aa2cf	1	0.144028	GCA_013285465.1
3a37f1c70e59469588e1a26cdd2f6d13	1	0.071452	GCA_018604165.1
3a3cd1b6c3fddc08d3d8bfaf7446f0f5	1	0.023437	GCF_001707885.1
3a42bb73451e6b12cc881b8de2f9ed42	1	0.026925	GCF_000152145.1
3a48cb42dfd05c8b0f3d02f2d880170d	1	0.037135	GCF_008000755.1
3a4a037f218c8c0ca2aa5b885259a88b	1	0.067509	GCA_016707895.1
3a56a048d0226296c917a27ec8cb188f	1	0.022671	GCA_019075925.1
3a56f797a018f6fa649958da3ef501b7	3	0.050469	GCF_000011565.2
3a5dc12f78de7dffab44287a1535b9b5	1	0.081936	GCA_002840685.1
3a659a9920937293079ac0ec995e061d	2	0.161453	GCA_000526415.1
3a68e9c33dd295f8a8f75b65ec6b2d74	1	0.143397	GCA_022842935.1
3a7c8255165326f801dc47b9982d1578	1	0.086187	GCA_013911415.1
3a82eaf988705b6fe2c326dae17e5dfc	1	0.027804	GCA_024666565.1
3a87c0252ec14fdf86191e0fe373060a	1	0.014891	GCA_016871275.1
3a892c213967ff97da513d723f583734	1	0.058804	GCF_001263205.1
3a90b6eb02face878ef8d9d2c21b3bb4	1	0.198433	GCA_013215605.1
3a9c607e12442ee4e801f014b138ea5d	1	0.071487	GCA_903844155.1
3aa5265538bac87f9b345921206c6691	1	0.093443	GCA_020629695.1
3aa6ed64dd4a950fda9befd90769ef89	1	0.115681	GCA_023438785.1
3ac938f772a9bd163d2c4b675deec6e7	1	0.21414	GCA_024228115.1
3ad3021c236f1e9bf5141d737bfaada0	1	0.557228	GCA_002746535.1
3adbca03d5ab524f10b63805c1396764	1	0.120595	GCF_900105685.1
3ae7b6995c54ea155b943a48d054ffe2	1	0.073753	GCA_910822395.1
3ae8c9a7d94e0e1ef3f22d3ae8202c4c	1	0.13136	GCF_000350145.1
3aece72fa7c5ce0004627dce8ea07150	1	0.07663	GCF_011044255.1
3afc52af4c68869ad5496a7f1d6c8fe8	1	0.153064	GCA_016793635.1
3afd909f69e8c67fd796963c0091ce1f	2	0.090022	GCA_008365375.1
3b062219f3c5573bb2e0b09f10c7a659	2	0.007555	GCF_018531195.1
3b0f15c6f17d741db7ed7478a8c05db0	1	0.091799	GCF_015169395.1
3b29bfe383a74c6de4576ee5993e8c7a	1	0.04963	GCA_009731425.1
3b305a398105b30e87f6a027cf6213e8	1	0.054888	GCA_903935335.1
3b30a2f89f1bb9a5ce0843218135e6d9	1	0.386301	GCA_014132315.1
3b3411d8d5e89cbaa639ffdf3474b4b8	1	0.274195	GCA_019694755.1
3b6760a0af995505c762e554a5fe4ff1	2	0.031044	GCA_016712345.1
3b6a88055d094151b934315e2073092b	1	0.007566	GCA_000171835.1
3b6b910f6de24c3dcf1276057c817c51	1	0.210458	GCA_019694455.1
3b80a92a1a4adb14bfa653872a210284	1	0.204535	GCF_000025185.1
3b86c54cba5d9595022df91738935093	1	0.054391	GCA_021323475.1
3b8958810177ac658346107fe04d3438	1	0.026451	GCA_002841375.1
3b9a44f0ef39b2236310c6a32f128c60	1	0.047149	GCA_011526565.1
3b9a744e66f28ef422f7723545b7dfcb	1	0.173617	GCF_001881495.1
3ba137e28b3f0cbc0ef2bfeaa34a3d78	1	0.014943	GCA_902805675.1
3ba17d2f07eb3c04874d4de0dd4b5bc4	1	0.069059	GCF_002845745.1
3bb8bb7c3681a54bb4c701d2f6e4f161	1	0.099838	GCF_900110035.1
3bbddb3eb3b792bf714bda9e166b794e	1	0.100367	GCA_016871775.1
3bc0b57ff6135e3188364a8a4be72798	1	0.018735	GCA_016870395.1
3bc8cd22a48d7142554f15afe81508a2	1	0.08731	GCA_009908425.1
3bd685b5c021a1967e704988d752b26b	1	0.14418	GCA_021414005.1
3be727a697c83453d6ddaf1245dcd24a	1	0.070907	GCF_000419605.1
3bf8873996f78abff7dab5feea26b41d	1	0.062248	GCA_022842065.1
3c0c505eadcddf8a579131f6435e8abb	1	0.097648	GCF_000420625.1
3c0cbadc61cf3179e148a3473358ad9d	1	0.010915	GCA_019637815.1
3c166aabba3f976885ad25ad5f3b92b5	1	0.077119	GCF_009866965.1
3c190c0c43985432c0e7d2daf130c53a	1	0.090382	GCA_927443345.1
3c1f2c3334631310f83eb14501300c15	3	0.03771	GCF_001499655.1
3c21f035f16a34cce58e3b4b6d1334e4	1	0.23911	GCF_000758165.1
3c2625bf7455cc00a0eceda26e1d5af8	1	0.024795	GCA_019694875.1
3c269ad07a92720fb6023bc0642b68df	1	0.095456	GCF_009823805.1
3c2888da275f2aabbfd681578931fcfd	1	0.020963	GCF_918741295.1
3c36f061ff4d25fdfaca4b16d9806426	1	0.010899	GCA_016705335.1
3c38da5e0682e64d1c1a6095e38fe6ae	1	0.248987	GCA_002707205.1
3c52996bd39c3c6f9f0f8acddfd55e5a	1	0.110182	GCF_014283215.1
3c576ab363c0c2a53faf0152d4f8afcb	2	0.057256	GCF_008761635.1
3c5d4ee1daf1fd8426925608cf1a5384	1	0.05725	GCF_900187945.1
3c6a5e14ecc66b54881c98a91829a1b7	1	0.014725	GCF_011045115.1
3c6edb2b53e42d2ffd31e63213762613	3	0.270897	GCF_014396165.1
3c77ee39ef191668a39c0b7ef644ac50	1	0.188665	GCF_002197845.1
3c7bc10c0f272d70c8055d344b045fd1	1	0.040073	GCA_021462855.1
3c8e7f81fdf6781cb862e47a1ff1a76c	1	0.068219	GCA_020637235.1
3c950a3e2b881ba2fb10081031536aed	1	0.135898	GCF_011065895.1
3ca37c5ce0244a241eb0308cff35dafd	1	0.066165	GCA_020633205.1
3ca7d61c9133fc12d327cfd6c4b7a35e	1	0.088517	GCF_009866965.1
3ca8c421ca249fa5599fa16032d3b121	1	0.07842	GCA_021778335.1
3ca9b6d8787d22ca46fbb12f3ad17682	2	0.069795	GCA_902806405.1
3caec43a86beec720305b7d60cfe4b4c	1	0.290024	GCA_021778805.1
3cbf5a028b8e5044a3d6eea161735213	1	0.134561	GCA_013151775.1
3cc02261e74b4c41e291a7490dd0b85a	1	0.035978	GCF_016892705.1
3cc9beb17b8b7f5008781ed8bbf7b2bc	1	0.070885	GCF_900187945.1
3cd4bd7b9b8f64f0c3d10b4b3b8b3a00	1	0.19187	GCF_007741515.1
3ce2d01ef69a76a0e5c2d44f2579a2fe	1	0.011356	GCF_016458275.1
3ced56bca06b56ae97623aa087fc97c4	1	0.138081	GCA_013822735.1
3cf8c8c0b5b278e790bc57354b64917d	1	0.07733	GCF_900129295.1
3cff6d2cafe82ba7c0167c9128eb5941	1	0.100405	GCA_016705245.1
3d09a511d5a605fed91c053702a24c49	1	0.087307	GCA_016870325.1
3d31ed58baa198a7220455806133fa39	1	0.118217	GCF_900108055.1
3d45743a9d3b099b4b6f79cf738c2840	1	0.007468	GCF_023516455.1
3d6543e2d8d2e95ac5f4ad82675bfef1	1	0.045825	GCA_024230315.1
3d7ac760e51aaa9869a3f97868d0f7cc	2	0.161453	GCA_000526415.1
3d89535e0e39bc7d641fda6516a0ed39	1	0.054271	GCA_019694155.1
3d91e012a0f5d4b217d51707e7d8d792	1	0.065288	GCA_002256425.1
3da69cc11740bf09168541bf794d6f5e	1	0.00015	GCA_000739635.1
3daaacca7f30382b52127fa0b7958cd0	1	0.167383	GCA_001045525.1
3db8dff631b5f7d986a2bb501138b4eb	2	0.044095	GCA_016714025.1
3dbae383cbf082be72a6b1ac5b719830	1	0.020738	GCF_001686985.1
3dbec3a7fccea90b7d75de237ac0a783	1	0.018919	GCF_004363095.1
3dc1e0ff74227df4878d705fdd220aa0	1	0.26851	GCA_025060195.1
3dc9e4e73e3b1c5c3288008b0cc0328f	1	0.03619	GCA_019636495.1
3dcf5b9112ffbe8a883c50668f10006d	1	0.069827	GCF_003034985.1
3dd5497e4f99607fc4f4833e7b29c255	1	0.042606	GCF_004125825.1
3ddcf580e729745d8f3ad906f738e6d6	1	0.011069	GCF_001579845.1
3de21dea6ed7ba80fde994225ea5350f	1	0.017838	GCA_003574735.1
3de24331faa373d8a5ed0ac0586e4e46	1	0.053072	GCA_022844275.1
3de427326b32b8cea2eb79d814431865	1	0.08863	GCF_015169395.1
3de53fd2426d3828259e04cce0007775	1	0.035844	GCA_023433275.1
3dec7a4194e2de63acbb81fdcdbcf527	1	0.155812	GCA_004211595.1
3decc2b1371c820725aee1bf29aeb98e	4	0.076333	GCF_002741055.1
3df309ecf77a2239805f77f29a2ddfa0	2	0.144666	GCA_016717335.1
3df6d0b213588f8524e5d0f01dbb6406	2	0.073907	GCF_000730165.1
3df994fdb3934e69a128fe3eb078b98a	1	0.00015	GCF_001956315.1
3dfe14e2224aa221a15da3cfd31f373c	1	0.108565	GCA_002418215.1
3e03879015b286cfabb344f102fbcb87	1	0.230303	GCA_016710365.1
3e04c0cd5681b99fd8cbfceb5e1e776b	1	0.242712	GCF_002197845.1
3e1219f03c4bd2439e0d9167a34e15ec	1	0.104981	GCA_014961315.1
3e1803343ac57af97c129b9c977b29b8	1	0.133187	GCF_018403685.1
3e217cc84e246e1fc25f0c4c008ceec8	1	0.035924	GCA_016709225.1
3e3ae62c22ab5faddcf101efcce642ba	1	0.233575	GCF_900187945.1
3e40eb46057982ecc4083a52aa8c155b	1	0.108161	GCA_003134765.1
3e47229b36bff9b6d00df03451e91ee5	1	0.125035	GCA_022566265.1
3e54f74165f98dbe1aabcf2a1d4522ee	1	0.014693	GCF_018343535.1
3e5b4f614b43495168a6590faab7b72d	2	0.176785	GCF_003205875.1
3e6a9fa5aa6dadfc45bba138b8ff9089	1	0.010724	GCA_013140495.1
3e6ccb68c10abc336624c486cd8faa3f	1	0.495296	GCA_002714565.1
3e72951d2c06edfc79ed4a3114536d62	1	0.048955	GCF_004804275.1
3e762a7ccfbde1c0154adaec90bbb13f	1	0.017409	GCA_019459525.1
3e7ba3244fd85022b3daa3e92c2caea7	2	0.011008	GCF_020866845.1
3e7dc36b617606d442c9274557eaec83	4	0.130036	GCA_015487435.1
3e9135265ed0b72f51f7bb228dbbc086	1	0.00015	GCF_017592475.1
3e9543dc269e5fcfff14d50670360006	1	0.080852	GCF_011320075.1
3e97e4f7a99fc8cb2b07a11abe702f3b	3	0.090478	GCF_004138105.1
3e9ec3b73f429e1714f231b239f4e9ef	1	0.00015	GCF_003116135.1
3ea014f71dea8e68e9490ba4a09f125f	2	0.055299	GCF_900091425.1
3ea16e7e92430110cf96c32541e2b904	1	0.035637	GCA_016872645.1
3ec580be53929fe35ba4cb72ab3aaf1c	1	0.248987	GCA_002707205.1
3ecca6c282893f7baf6310adc48134a9	1	0.380516	GCA_022072165.1
3ee2023b9d2447ca1f16edeb646b4835	1	0.659432	GCF_001484045.1
3eef6d0bc02194e89a840f16bce5a4c2	1	0.092902	GCA_020161935.1
3ef0a1bd5e8227029fa90937dce19086	2	0.115441	GCA_016720855.1
3ef13b5037227548600c71fd0c129419	1	0.298397	GCA_015163855.1
3ef2287cb1faa80445fa7b3c808f9740	1	0.039065	GCA_019637855.1
3f087718903102bad6e758d38a56e05e	1	0.089194	GCF_000334915.1
3f1540ebaf63add597ad02c34d606aba	1	0.134592	GCA_023249375.1
3f22a08d083f76fcd9ea0d09cf22752d	12	0.211445	GCA_022818495.1
3f2c69f4096b15e53ed42806cbbebc8d	1	0.037185	GCA_019683695.1
3f3cae4e0d8963d4eac1415244bac553	1	0.018356	GCF_017356035.1
3f4bddef7b69bb472ea7fd26015402ef	1	0.011111	GCA_019694875.1
3f4dd2a274deb4ddd2412644db0e1ee7	1	0.105785	GCA_021404945.1
3f6658d0ae140afdbbbda00606aab7fa	1	0.240781	GCF_008254045.1
3f801a964b718d0f43aecb43042dfa73	2	0.00015	GCF_008001035.1
3f94af8deecda3da5b544e4c839a5893	1	1.375405	GCA_002746535.1
3f956dda71ecf45ba23da6480d2c95e1	1	0.018302	GCF_011044495.1
3fa972800be589f27ba497ccfe6a64ad	2	0.118547	GCA_014764065.1
3fab760675cd02b727d1f801fa507494	2	0.116423	GCF_016735595.1
3fab8575d9b18e80566cf16541490f71	1	0.175945	GCA_016713175.1
3fb29b73007d3750e4f92fd98a5a5132	1	0.398521	GCA_019636655.1
3fb3134c1154c44c297c6eda4e8c19af	1	0.082557	GCF_900176035.1
3fb329840f235eaa3bf86f4158e898e1	1	0.040634	GCA_024666565.1
3fbde7d6432e9e1b8b5240a7a46ec12d	1	0.003782	GCF_024294805.1
3fc3b14c32deba355f2e7c72fd62bfae	1	0.091537	GCF_013664685.1
3fd82635b5d79f33160a19b13ca79f94	1	0.003665	GCF_900103545.1
3fdf19a57c57a00a6901282b9e9668d4	1	0.162952	GCF_019798055.1
3fe1c4e4707e5e0f8e47b3978674b9bc	1	0.111749	GCA_019694755.1
3fe5de8fd2174ebae37d3ef0aa8d0685	1	0.055319	GCA_005881595.1
3fec01443868237daaadd9df4c23d8d1	1	0.032087	GCF_017874425.1
3fee2b18321a28625fe7e0106d5aac79	1	0.019584	GCA_016720825.1
3ff0321ce2ee2d552a8e1646aa158fc9	1	0.221019	GCA_002709565.1
40057c4c418ef7a3e9684a98b1996522	1	0.224158	GCF_015169395.1
400c3dbece9ddcf7eb4895cf9aa34dc5	2	0.2095	GCF_000016665.1
400ef76f898cd3fa1fb058a1a8de3ed4	1	0.095081	GCF_018598225.1
400f0f88a2da619f301da1798a32ae06	1	0.250072	GCF_015169395.1
403622137b342e537de6d7833b912716	2	0.026327	GCA_016720395.1
403ca22e6c6abcdc7c4cd2a9b200d3ec	1	0.00438	GCA_024666565.1
403fc4fd7c3b3bb6d999e228a0bbb73f	1	0.025835	GCF_000336555.1
4046588fb9ab93f8d88889440f47d862	1	0.051519	GCA_019686135.1
40473f4a30a69ee9a5e5743724da982a	1	0.098215	GCF_016615815.1
40490026378a57402c9e34e60fe1c6ba	1	0.224158	GCF_015169395.1
4049c5341070017dba5248457caa1e87	1	0.075045	GCF_003432115.1
404dd0edfbabca8cff13265710ca828d	1	0.266948	GCA_021806765.1
4063e90093a11bf75b5af47cf5a4f020	1	0.026335	GCF_003351045.1
4075acd28b1401724e25e03762815d0b	1	0.124964	GCA_020629695.1
4082a94ecab9917a8dcacd9cdebfa99d	1	0.014355	GCF_001579845.1
40844c3e7172a9953ac0f884ddf9e350	1	0.137722	GCA_024234325.1
4091073f105f5df5b2e080139a05dea1	2	0.104306	GCF_016735595.1
4093573ec05fde7d9ff70efe0606ac7c	1	0.055842	GCA_020852515.1
4099901eefb84d6723629a5c296a2433	1	0.042832	GCA_016712175.1
409a83169891399f34e3f14d04ee3718	1	0.11358	GCF_009740285.1
40b5e232609855ae7f1d490dbaa9d183	2	0.315476	GCF_007743815.1
40c55eb9bb189d0159ee4ce1bd32c149	1	0.231178	GCA_009839725.1
40c70371e7b37c186e82e14868843d49	1	0.01969	GCA_002427845.1
40e1ece761df7f85185ab04e831dd833	1	0.002125	GCF_018617485.1
40e2d6a364302d82209060a02903ae44	1	0.061587	GCA_021851325.1
40e2fce3dc736721212822bc65412fde	1	0.085715	GCA_009845425.1
40ea332aa260f1eacacee19592ef5e7e	2	0.359857	GCF_000021725.1
40f09856fbe740f373efee8adb18c97d	1	0.120207	GCA_016870485.1
40fbbef36d0f4e3ad59f90e8edd702a6	1	0.106813	GCA_015075625.1
411ac274d98356409238626e017387e7	1	0.115207	GCA_023300375.1
4120d726348603c68541ff5570d53d37	2	0.04132	GCF_001262605.1
412dc0115aad628e1f119aec42fd6f9c	1	0.16636	GCA_015075625.1
412f414168320a50ffbeac0ddc16d0fb	1	0.136785	GCF_023156535.1
4131247f09745866fd5233add2f157ef	1	0.069195	GCF_014202975.1
41386fd9977ae56e24ee7ead0f84525d	1	2.023617	GCA_020057115.1
413b21a87ec232896ff69d62ed690503	1	0.224158	GCF_015169395.1
4143e369516c446b524adaccfcc73fa7	1	0.125	GCF_000422705.1
4145bb76b28d205d2b43cad176a545bc	2	0.077641	GCF_005144635.2
4146e0b2a5b1091b2a3bc868bec75cd3	2	0.003764	GCF_010731575.1
415268c5f5d685fbaa92b692a8764f9a	2	0.085171	GCA_023954495.1
41591c77ebff2054c8c29891fa145c7f	2	0.058316	GCF_000271485.2
415d711b5006b4895e4539d6c3c99573	1	0.048402	GCF_004834005.1
415d95b7a4342ccd1794c6fc895c1d62	1	0.043453	GCA_903935335.1
4167eee98e0603ac6711e780b3ce5bc9	1	0.015104	GCF_010119545.1
417551343d43fd18a446f935e3e2da31	1	0.091237	GCF_900108055.1
41766349d2035b26195b365497201880	1	0.160449	GCA_015075625.1
418968e50431f337b3f7bb1989592be6	2	0.103242	GCF_019285595.1
41a0db9ee218a1a2f18205b2a310516f	4	0.022778	GCA_002029295.1
41a4f23e2217b3a4739ec15a771e41fa	1	0.121911	GCF_900108055.1
41ab6bfd3e7322c08f98cce4b827552d	1	0.274083	GCA_017798125.1
41aefd19b001d67525b8de879b681008	1	0.154585	GCA_016872775.1
41b154b1957af0c472e2d753a57bbb99	2	0.142411	GCF_005843985.1
41b3647411b9b4fbbd8e41ee9254ebca	1	0.022428	GCF_003074135.1
41bec4eb08c3f8ba644a9bd0910646aa	2	0.069593	GCA_003574895.1
41c81ea6c97ec213072b72785b2e8438	2	0.143274	GCA_023957015.1
41dafe0e8af143f985ac341d4ff5f877	1	0.069352	GCA_016192075.1
41e9a6bcd7ba1a931719cab298101bf8	1	0.186129	GCF_011064595.1
41ea4ec5d36fd15e7120a7c063c31628	1	0.235064	GCA_002291925.1
41ec6ee333b06231b8ed1bb56a78cf9e	4	0.00015	GCF_003634935.1
41ee19ef6b765dc694d4765490ce9e13	1	0.081496	GCF_001611555.1
41efb7f6b882b6c5f5929c1fd951211e	1	0.109927	GCA_024128875.1
4205e758e2cd20f12676a56433bcd81b	1	0.007451	GCF_006152115.1
4206df06cffdf7fc11168d071d02bc97	1	0.207334	GCA_903910385.1
420a9a58df1a112ee5d71d26176466e6	2	0.152227	GCA_945905925.1
42174f6d26ba0dbd5c2023893b985f9f	2	0.051563	GCF_003286915.1
