"SampleID","trophicMode_clean","Abundance","RelAbundance","Pot","Intensity","Frequency","Composition","Replicate","Microbes"
"3WLC2F","Saprotroph",6965,0.151068213859668,"Pot-3","Wet","Low","Conspecific",2,"Fungi"
"3WLC2F","Symbiotroph",4162,0.0902722047500271,"Pot-3","Wet","Low","Conspecific",2,"Fungi"
"3WLC2F","Unassigned",12491,0.270925062357662,"Pot-3","Wet","Low","Conspecific",2,"Fungi"
"40WHC1F","Multi-trophic",3577,0.0726088015589477,"Pot-40","Wet","High","Conspecific",1,"Fungi"
"40WHC1F","Pathotroph",205,0.0041612536537837,"Pot-40","Wet","High","Conspecific",1,"Fungi"
"40WHC1F","Saprotroph",5751,0.116738389087366,"Pot-40","Wet","High","Conspecific",1,"Fungi"
"40WHC1F","Symbiotroph",851,0.0172742773627801,"Pot-40","Wet","High","Conspecific",1,"Fungi"
"40WHC1F","Unassigned",38880,0.789217278337122,"Pot-40","Wet","High","Conspecific",1,"Fungi"
"40WHC2F","Multi-trophic",1671,0.0518831309963673,"Pot-40","Wet","High","Conspecific",2,"Fungi"
"40WHC2F","Pathotroph",266,0.00825907411432297,"Pot-40","Wet","High","Conspecific",2,"Fungi"
"40WHC2F","Saprotroph",8371,0.259912441394728,"Pot-40","Wet","High","Conspecific",2,"Fungi"
"40WHC2F","Symbiotroph",37,0.00114881857981184,"Pot-40","Wet","High","Conspecific",2,"Fungi"
"40WHC2F","Unassigned",21862,0.67879653491477,"Pot-40","Wet","High","Conspecific",2,"Fungi"
"4WLC1F","Multi-trophic",2046,0.304872597228431,"Pot-4","Wet","Low","Conspecific",1,"Fungi"
"4WLC1F","Pathotroph",32,0.00476829086574281,"Pot-4","Wet","Low","Conspecific",1,"Fungi"
"4WLC1F","Saprotroph",1202,0.179108925644464,"Pot-4","Wet","Low","Conspecific",1,"Fungi"
"4WLC1F","Symbiotroph",10,0.00149009089554463,"Pot-4","Wet","Low","Conspecific",1,"Fungi"
"4WLC1F","Unassigned",3421,0.509760095365817,"Pot-4","Wet","Low","Conspecific",1,"Fungi"
"4WLC2F","Multi-trophic",46,0.00241837968561064,"Pot-4","Wet","Low","Conspecific",2,"Fungi"
"4WLC2F","Pathotroph",0,0,"Pot-4","Wet","Low","Conspecific",2,"Fungi"
"4WLC2F","Saprotroph",540,0.0283896745702119,"Pot-4","Wet","Low","Conspecific",2,"Fungi"
"4WLC2F","Symbiotroph",10040,0.527837653120236,"Pot-4","Wet","Low","Conspecific",2,"Fungi"
"4WLC2F","Unassigned",8395,0.441354292623942,"Pot-4","Wet","Low","Conspecific",2,"Fungi"
"51WHH1F","Multi-trophic",1803,0.0980850832335981,"Pot-51","Wet","High","Heterospecific",1,"Fungi"
"51WHH1F","Pathotroph",108,0.00587531280600588,"Pot-51","Wet","High","Heterospecific",1,"Fungi"
"51WHH1F","Saprotroph",8809,0.479218801000979,"Pot-51","Wet","High","Heterospecific",1,"Fungi"
"51WHH1F","Symbiotroph",55,0.00299205744750299,"Pot-51","Wet","High","Heterospecific",1,"Fungi"
"51WHH1F","Unassigned",7607,0.413828745511914,"Pot-51","Wet","High","Heterospecific",1,"Fungi"
"51WHH2F","Multi-trophic",2416,0.134566113400913,"Pot-51","Wet","High","Heterospecific",2,"Fungi"
"51WHH2F","Pathotroph",148,0.00824328840369834,"Pot-51","Wet","High","Heterospecific",2,"Fungi"
"51WHH2F","Saprotroph",5465,0.304388994096023,"Pot-51","Wet","High","Heterospecific",2,"Fungi"
"51WHH2F","Symbiotroph",673,0.0374846830789796,"Pot-51","Wet","High","Heterospecific",2,"Fungi"
"51WHH2F","Unassigned",9252,0.515316921020385,"Pot-51","Wet","High","Heterospecific",2,"Fungi"
"52WHH1F","Multi-trophic",1298,0.0343704488282802,"Pot-52","Wet","High","Heterospecific",1,"Fungi"
"52WHH1F","Pathotroph",806,0.021342512908778,"Pot-52","Wet","High","Heterospecific",1,"Fungi"
"52WHH1F","Saprotroph",16563,0.438580696412022,"Pot-52","Wet","High","Heterospecific",1,"Fungi"
"52WHH1F","Symbiotroph",11,0.000291274990070171,"Pot-52","Wet","High","Heterospecific",1,"Fungi"
"52WHH1F","Unassigned",19087,0.50541506686085,"Pot-52","Wet","High","Heterospecific",1,"Fungi"
"52WHH2F","Multi-trophic",5429,0.184046376025493,"Pot-52","Wet","High","Heterospecific",2,"Fungi"
"52WHH2F","Pathotroph",9144,0.309987117770696,"Pot-52","Wet","High","Heterospecific",2,"Fungi"
"52WHH2F","Saprotroph",11020,0.373584649806767,"Pot-52","Wet","High","Heterospecific",2,"Fungi"
"52WHH2F","Symbiotroph",111,0.00376296698081226,"Pot-52","Wet","High","Heterospecific",2,"Fungi"
"52WHH2F","Unassigned",3794,0.128618889416232,"Pot-52","Wet","High","Heterospecific",2,"Fungi"
"53WHH1F","Multi-trophic",4468,0.198958008638732,"Pot-53","Wet","High","Heterospecific",1,"Fungi"
"53WHH1F","Pathotroph",799,0.0355791067373202,"Pot-53","Wet","High","Heterospecific",1,"Fungi"
"53WHH1F","Saprotroph",9293,0.413813064968607,"Pot-53","Wet","High","Heterospecific",1,"Fungi"
"53WHH1F","Symbiotroph",162,0.00721378634724139,"Pot-53","Wet","High","Heterospecific",1,"Fungi"
"53WHH1F","Unassigned",7735,0.3444360333081,"Pot-53","Wet","High","Heterospecific",1,"Fungi"
"53WHH2F","Multi-trophic",2092,0.0771984206059264,"Pot-53","Wet","High","Heterospecific",2,"Fungi"
"53WHH2F","Pathotroph",109,0.00402228864533747,"Pot-53","Wet","High","Heterospecific",2,"Fungi"
"53WHH2F","Saprotroph",15566,0.574412339938743,"Pot-53","Wet","High","Heterospecific",2,"Fungi"
"53WHH2F","Symbiotroph",30,0.00110705192073508,"Pot-53","Wet","High","Heterospecific",2,"Fungi"
"53WHH2F","Unassigned",9302,0.343259898889258,"Pot-53","Wet","High","Heterospecific",2,"Fungi"
"54WHH1F","Multi-trophic",2560,0.107288043250492,"Pot-54","Wet","High","Heterospecific",1,"Fungi"
"54WHH1F","Pathotroph",202,0.00846569716273417,"Pot-54","Wet","High","Heterospecific",1,"Fungi"
"54WHH1F","Saprotroph",6968,0.292024642722434,"Pot-54","Wet","High","Heterospecific",1,"Fungi"
"54WHH1F","Symbiotroph",99,0.00414902979757764,"Pot-54","Wet","High","Heterospecific",1,"Fungi"
"54WHH1F","Unassigned",14032,0.588072587066762,"Pot-54","Wet","High","Heterospecific",1,"Fungi"
"54WHH2F","Multi-trophic",4540,0.323569239541016,"Pot-54","Wet","High","Heterospecific",2,"Fungi"
"54WHH2F","Pathotroph",17,0.00121160287933861,"Pot-54","Wet","High","Heterospecific",2,"Fungi"
"54WHH2F","Saprotroph",413,0.0294348228921673,"Pot-54","Wet","High","Heterospecific",2,"Fungi"
"54WHH2F","Symbiotroph",3241,0.230988525408025,"Pot-54","Wet","High","Heterospecific",2,"Fungi"
"54WHH2F","Unassigned",5820,0.414795809279453,"Pot-54","Wet","High","Heterospecific",2,"Fungi"
"55WHH1F","Multi-trophic",1093,0.12010989010989,"Pot-55","Wet","High","Heterospecific",1,"Fungi"
"55WHH1F","Pathotroph",39,0.00428571428571429,"Pot-55","Wet","High","Heterospecific",1,"Fungi"
"55WHH1F","Saprotroph",3409,0.374615384615385,"Pot-55","Wet","High","Heterospecific",1,"Fungi"
"55WHH1F","Symbiotroph",119,0.0130769230769231,"Pot-55","Wet","High","Heterospecific",1,"Fungi"
"55WHH1F","Unassigned",4440,0.487912087912088,"Pot-55","Wet","High","Heterospecific",1,"Fungi"
"55WHH2F","Multi-trophic",4010,0.222802533614846,"Pot-55","Wet","High","Heterospecific",2,"Fungi"
"55WHH2F","Pathotroph",0,0,"Pot-55","Wet","High","Heterospecific",2,"Fungi"
"55WHH2F","Saprotroph",10572,0.587398599844427,"Pot-55","Wet","High","Heterospecific",2,"Fungi"
"55WHH2F","Symbiotroph",124,0.00688965440604512,"Pot-55","Wet","High","Heterospecific",2,"Fungi"
"55WHH2F","Unassigned",3292,0.182909212134682,"Pot-55","Wet","High","Heterospecific",2,"Fungi"
"56WHH1F","Multi-trophic",797,0.266912257200268,"Pot-56","Wet","High","Heterospecific",1,"Fungi"
"56WHH1F","Pathotroph",29,0.00971198928332217,"Pot-56","Wet","High","Heterospecific",1,"Fungi"
"56WHH1F","Saprotroph",565,0.189216342933691,"Pot-56","Wet","High","Heterospecific",1,"Fungi"
"56WHH1F","Symbiotroph",0,0,"Pot-56","Wet","High","Heterospecific",1,"Fungi"
"56WHH1F","Unassigned",1595,0.534159410582719,"Pot-56","Wet","High","Heterospecific",1,"Fungi"
"56WHH2F","Multi-trophic",150,0.0283446712018141,"Pot-56","Wet","High","Heterospecific",2,"Fungi"
"56WHH2F","Pathotroph",58,0.0109599395313681,"Pot-56","Wet","High","Heterospecific",2,"Fungi"
"56WHH2F","Saprotroph",3645,0.688775510204082,"Pot-56","Wet","High","Heterospecific",2,"Fungi"
"56WHH2F","Symbiotroph",3,0.000566893424036281,"Pot-56","Wet","High","Heterospecific",2,"Fungi"
"56WHH2F","Unassigned",1436,0.2713529856387,"Pot-56","Wet","High","Heterospecific",2,"Fungi"
"57WHH1F","Multi-trophic",1993,0.220099392600773,"Pot-57","Wet","High","Heterospecific",1,"Fungi"
"57WHH1F","Pathotroph",296,0.0326891220320265,"Pot-57","Wet","High","Heterospecific",1,"Fungi"
"57WHH1F","Saprotroph",2048,0.226173384870237,"Pot-57","Wet","High","Heterospecific",1,"Fungi"
"57WHH1F","Symbiotroph",63,0.00695748205411375,"Pot-57","Wet","High","Heterospecific",1,"Fungi"
"57WHH1F","Unassigned",4655,0.514080618442849,"Pot-57","Wet","High","Heterospecific",1,"Fungi"
"57WHH2F","Multi-trophic",2470,0.424325717230716,"Pot-57","Wet","High","Heterospecific",2,"Fungi"
"57WHH2F","Pathotroph",18,0.0030922521903453,"Pot-57","Wet","High","Heterospecific",2,"Fungi"
"57WHH2F","Saprotroph",1364,0.234323999312833,"Pot-57","Wet","High","Heterospecific",2,"Fungi"
"57WHH2F","Symbiotroph",46,0.00790242226421577,"Pot-57","Wet","High","Heterospecific",2,"Fungi"
"57WHH2F","Unassigned",1923,0.33035560900189,"Pot-57","Wet","High","Heterospecific",2,"Fungi"
"58WHH1F","Multi-trophic",2351,0.185220200110297,"Pot-58","Wet","High","Heterospecific",1,"Fungi"
"58WHH1F","Pathotroph",437,0.0344284251162058,"Pot-58","Wet","High","Heterospecific",1,"Fungi"
"58WHH1F","Saprotroph",3948,0.311037579768376,"Pot-58","Wet","High","Heterospecific",1,"Fungi"
"58WHH1F","Symbiotroph",453,0.0356889624202316,"Pot-58","Wet","High","Heterospecific",1,"Fungi"
"58WHH1F","Unassigned",5504,0.433624832584889,"Pot-58","Wet","High","Heterospecific",1,"Fungi"
"58WHH2F","Multi-trophic",450,0.0273356821771352,"Pot-58","Wet","High","Heterospecific",2,"Fungi"
"58WHH2F","Pathotroph",15,0.000911189405904507,"Pot-58","Wet","High","Heterospecific",2,"Fungi"
"58WHH2F","Saprotroph",10122,0.614870611104362,"Pot-58","Wet","High","Heterospecific",2,"Fungi"
"58WHH2F","Symbiotroph",4613,0.280221115295833,"Pot-58","Wet","High","Heterospecific",2,"Fungi"
"58WHH2F","Unassigned",1262,0.0766614020167659,"Pot-58","Wet","High","Heterospecific",2,"Fungi"
"59WHH1F","Multi-trophic",920,0.132374100719424,"Pot-59","Wet","High","Heterospecific",1,"Fungi"
"59WHH1F","Pathotroph",1009,0.145179856115108,"Pot-59","Wet","High","Heterospecific",1,"Fungi"
"59WHH1F","Saprotroph",1058,0.152230215827338,"Pot-59","Wet","High","Heterospecific",1,"Fungi"
"59WHH1F","Symbiotroph",7,0.00100719424460432,"Pot-59","Wet","High","Heterospecific",1,"Fungi"
"59WHH1F","Unassigned",3956,0.569208633093525,"Pot-59","Wet","High","Heterospecific",1,"Fungi"
"59WHH2F","Multi-trophic",188,0.0216939764597277,"Pot-59","Wet","High","Heterospecific",2,"Fungi"
"59WHH2F","Pathotroph",6,0.000692360950842372,"Pot-59","Wet","High","Heterospecific",2,"Fungi"
"59WHH2F","Saprotroph",7085,0.817562889453035,"Pot-59","Wet","High","Heterospecific",2,"Fungi"
"59WHH2F","Symbiotroph",45,0.00519270713131779,"Pot-59","Wet","High","Heterospecific",2,"Fungi"
"59WHH2F","Unassigned",1342,0.154858066005077,"Pot-59","Wet","High","Heterospecific",2,"Fungi"
"5WLC1F","Multi-trophic",16855,0.432989955557839,"Pot-5","Wet","Low","Conspecific",1,"Fungi"
"5WLC1F","Pathotroph",850,0.0218357438281912,"Pot-5","Wet","Low","Conspecific",1,"Fungi"
"5WLC1F","Saprotroph",8706,0.22364939502145,"Pot-5","Wet","Low","Conspecific",1,"Fungi"
"5WLC1F","Symbiotroph",28,0.000719295090811005,"Pot-5","Wet","Low","Conspecific",1,"Fungi"
"5WLC1F","Unassigned",12488,0.320805610501708,"Pot-5","Wet","Low","Conspecific",1,"Fungi"
"5WLC2F","Multi-trophic",4418,0.1098758984307,"Pot-5","Wet","Low","Conspecific",2,"Fungi"
"5WLC2F","Pathotroph",0,0,"Pot-5","Wet","Low","Conspecific",2,"Fungi"
"5WLC2F","Saprotroph",3258,0.0810266358277997,"Pot-5","Wet","Low","Conspecific",2,"Fungi"
"5WLC2F","Symbiotroph",14833,0.368897510507598,"Pot-5","Wet","Low","Conspecific",2,"Fungi"
"5WLC2F","Unassigned",17700,0.440199955233903,"Pot-5","Wet","Low","Conspecific",2,"Fungi"
"60WHH1F","Multi-trophic",2647,0.117890705028281,"Pot-60","Wet","High","Heterospecific",1,"Fungi"
"60WHH1F","Pathotroph",92,0.0040974480024941,"Pot-60","Wet","High","Heterospecific",1,"Fungi"
"60WHH1F","Saprotroph",1543,0.0687213289983521,"Pot-60","Wet","High","Heterospecific",1,"Fungi"
"60WHH1F","Symbiotroph",49,0.00218233643611099,"Pot-60","Wet","High","Heterospecific",1,"Fungi"
"60WHH1F","Unassigned",18122,0.807108181534761,"Pot-60","Wet","High","Heterospecific",1,"Fungi"
"60WHH2F","Multi-trophic",1386,0.0740899128668413,"Pot-60","Wet","High","Heterospecific",2,"Fungi"
"60WHH2F","Pathotroph",26,0.00138985406532314,"Pot-60","Wet","High","Heterospecific",2,"Fungi"
"60WHH2F","Saprotroph",2098,0.11215053188646,"Pot-60","Wet","High","Heterospecific",2,"Fungi"
"60WHH2F","Symbiotroph",547,0.0292403912973753,"Pot-60","Wet","High","Heterospecific",2,"Fungi"
"60WHH2F","Unassigned",14650,0.783129309884001,"Pot-60","Wet","High","Heterospecific",2,"Fungi"
"61DLC1F","Multi-trophic",7656,0.268198696840188,"Pot-61","Dry","Low","Conspecific",1,"Fungi"
"61DLC1F","Pathotroph",30,0.00105093533244588,"Pot-61","Dry","Low","Conspecific",1,"Fungi"
"61DLC1F","Saprotroph",9362,0.32796188607861,"Pot-61","Dry","Low","Conspecific",1,"Fungi"
"61DLC1F","Symbiotroph",3891,0.13630631261823,"Pot-61","Dry","Low","Conspecific",1,"Fungi"
"61DLC1F","Unassigned",7607,0.266482169130526,"Pot-61","Dry","Low","Conspecific",1,"Fungi"
"61DLC2F","Multi-trophic",13007,0.257090901903425,"Pot-61","Dry","Low","Conspecific",2,"Fungi"
"61DLC2F","Pathotroph",4,7.90623208744293e-05,"Pot-61","Dry","Low","Conspecific",2,"Fungi"
"61DLC2F","Saprotroph",18227,0.360267230644556,"Pot-61","Dry","Low","Conspecific",2,"Fungi"
"61DLC2F","Symbiotroph",14525,0.287095052675271,"Pot-61","Dry","Low","Conspecific",2,"Fungi"
"61DLC2F","Unassigned",4830,0.0954677524558733,"Pot-61","Dry","Low","Conspecific",2,"Fungi"
"62DLC1F","Multi-trophic",13480,0.456114231576098,"Pot-62","Dry","Low","Conspecific",1,"Fungi"
"62DLC1F","Pathotroph",226,0.00764701901603844,"Pot-62","Dry","Low","Conspecific",1,"Fungi"
"62DLC1F","Saprotroph",13565,0.458990322798944,"Pot-62","Dry","Low","Conspecific",1,"Fungi"
"62DLC1F","Symbiotroph",43,0.00145496379508696,"Pot-62","Dry","Low","Conspecific",1,"Fungi"
"62DLC1F","Unassigned",2240,0.0757934628138323,"Pot-62","Dry","Low","Conspecific",1,"Fungi"
"62DLC2F","Multi-trophic",28311,0.714689622093757,"Pot-62","Dry","Low","Conspecific",2,"Fungi"
"62DLC2F","Pathotroph",9,0.000227198142024083,"Pot-62","Dry","Low","Conspecific",2,"Fungi"
"62DLC2F","Saprotroph",7992,0.201751950117386,"Pot-62","Dry","Low","Conspecific",2,"Fungi"
"62DLC2F","Symbiotroph",64,0.00161563123217126,"Pot-62","Dry","Low","Conspecific",2,"Fungi"
"62DLC2F","Unassigned",3237,0.0817155984146618,"Pot-62","Dry","Low","Conspecific",2,"Fungi"
"63DLC1F","Multi-trophic",5179,0.126064943284163,"Pot-63","Dry","Low","Conspecific",1,"Fungi"
"63DLC1F","Pathotroph",13,0.000316440290151405,"Pot-63","Dry","Low","Conspecific",1,"Fungi"
"63DLC1F","Saprotroph",29096,0.708242052480405,"Pot-63","Dry","Low","Conspecific",1,"Fungi"
"63DLC1F","Symbiotroph",5071,0.123436054719829,"Pot-63","Dry","Low","Conspecific",1,"Fungi"
"63DLC1F","Unassigned",1723,0.0419405092254515,"Pot-63","Dry","Low","Conspecific",1,"Fungi"
"63DLC2F","Multi-trophic",9110,0.151394289892645,"Pot-63","Dry","Low","Conspecific",2,"Fungi"
"63DLC2F","Pathotroph",7,0.000116329311662844,"Pot-63","Dry","Low","Conspecific",2,"Fungi"
"63DLC2F","Saprotroph",46086,0.765878951041978,"Pot-63","Dry","Low","Conspecific",2,"Fungi"
"63DLC2F","Symbiotroph",1357,0.0225512679894971,"Pot-63","Dry","Low","Conspecific",2,"Fungi"
"63DLC2F","Unassigned",3614,0.0600591617642171,"Pot-63","Dry","Low","Conspecific",2,"Fungi"
"64DLC1F","Multi-trophic",2574,0.16092528915286,"Pot-64","Dry","Low","Conspecific",1,"Fungi"
"64DLC1F","Pathotroph",54,0.00337605501719287,"Pot-64","Dry","Low","Conspecific",1,"Fungi"
"64DLC1F","Saprotroph",1783,0.11147233510472,"Pot-64","Dry","Low","Conspecific",1,"Fungi"
"64DLC1F","Symbiotroph",6586,0.41175367302282,"Pot-64","Dry","Low","Conspecific",1,"Fungi"
"64DLC1F","Unassigned",4998,0.312472647702407,"Pot-64","Dry","Low","Conspecific",1,"Fungi"
"64DLC2F","Multi-trophic",10286,0.459812248547161,"Pot-64","Dry","Low","Conspecific",2,"Fungi"
"64DLC2F","Pathotroph",22,0.000983459991059455,"Pot-64","Dry","Low","Conspecific",2,"Fungi"
"64DLC2F","Saprotroph",7625,0.340858292355834,"Pot-64","Dry","Low","Conspecific",2,"Fungi"
"64DLC2F","Symbiotroph",1894,0.0846669646848458,"Pot-64","Dry","Low","Conspecific",2,"Fungi"
"64DLC2F","Unassigned",2543,0.1136790344211,"Pot-64","Dry","Low","Conspecific",2,"Fungi"
"65DLC1F","Multi-trophic",2654,0.0674305749637948,"Pot-65","Dry","Low","Conspecific",1,"Fungi"
"65DLC1F","Pathotroph",1683,0.0427602327294901,"Pot-65","Dry","Low","Conspecific",1,"Fungi"
"65DLC1F","Saprotroph",22146,0.562666734419066,"Pot-65","Dry","Low","Conspecific",1,"Fungi"
"65DLC1F","Symbiotroph",355,0.00901953809802078,"Pot-65","Dry","Low","Conspecific",1,"Fungi"
"65DLC1F","Unassigned",12521,0.318122919789629,"Pot-65","Dry","Low","Conspecific",1,"Fungi"
"65DLC2F","Multi-trophic",6144,0.167220075118393,"Pot-65","Dry","Low","Conspecific",2,"Fungi"
"65DLC2F","Pathotroph",577,0.0157040988514507,"Pot-65","Dry","Low","Conspecific",2,"Fungi"
"65DLC2F","Saprotroph",12904,0.351205704643188,"Pot-65","Dry","Low","Conspecific",2,"Fungi"
"65DLC2F","Symbiotroph",16346,0.444885961569866,"Pot-65","Dry","Low","Conspecific",2,"Fungi"
"65DLC2F","Unassigned",771,0.020984159817103,"Pot-65","Dry","Low","Conspecific",2,"Fungi"
"66DLC1F","Multi-trophic",6097,0.292927837032766,"Pot-66","Dry","Low","Conspecific",1,"Fungi"
"66DLC1F","Pathotroph",71,0.0034111655616412,"Pot-66","Dry","Low","Conspecific",1,"Fungi"
"66DLC1F","Saprotroph",6841,0.328673008551936,"Pot-66","Dry","Low","Conspecific",1,"Fungi"
"66DLC1F","Symbiotroph",2420,0.116267896608052,"Pot-66","Dry","Low","Conspecific",1,"Fungi"
"66DLC1F","Unassigned",5385,0.258720092245604,"Pot-66","Dry","Low","Conspecific",1,"Fungi"
"66DLC2F","Multi-trophic",12812,0.562546652030736,"Pot-66","Dry","Low","Conspecific",2,"Fungi"
"66DLC2F","Pathotroph",292,0.012821075740944,"Pot-66","Dry","Low","Conspecific",2,"Fungi"
"66DLC2F","Saprotroph",1366,0.0599780461031833,"Pot-66","Dry","Low","Conspecific",2,"Fungi"
"66DLC2F","Symbiotroph",4802,0.210845225027442,"Pot-66","Dry","Low","Conspecific",2,"Fungi"
"66DLC2F","Unassigned",3503,0.153809001097695,"Pot-66","Dry","Low","Conspecific",2,"Fungi"
"67DLC1F","Multi-trophic",15337,0.399598759803028,"Pot-67","Dry","Low","Conspecific",1,"Fungi"
"67DLC1F","Pathotroph",39,0.00101612777155363,"Pot-67","Dry","Low","Conspecific",1,"Fungi"
"67DLC1F","Saprotroph",6689,0.174278940100571,"Pot-67","Dry","Low","Conspecific",1,"Fungi"
"67DLC1F","Symbiotroph",4600,0.119850967926839,"Pot-67","Dry","Low","Conspecific",1,"Fungi"
"67DLC1F","Unassigned",11716,0.305255204398009,"Pot-67","Dry","Low","Conspecific",1,"Fungi"
"67DLC2F","Multi-trophic",3587,0.172959159072279,"Pot-67","Dry","Low","Conspecific",2,"Fungi"
"67DLC2F","Pathotroph",87,0.00419499493707508,"Pot-67","Dry","Low","Conspecific",2,"Fungi"
"67DLC2F","Saprotroph",9905,0.477602584502628,"Pot-67","Dry","Low","Conspecific",2,"Fungi"
"67DLC2F","Symbiotroph",1198,0.0577655624668499,"Pot-67","Dry","Low","Conspecific",2,"Fungi"
"67DLC2F","Unassigned",5962,0.287477699021168,"Pot-67","Dry","Low","Conspecific",2,"Fungi"
"68DLC1F","Multi-trophic",2334,0.160423396797031,"Pot-68","Dry","Low","Conspecific",1,"Fungi"
"68DLC1F","Pathotroph",16,0.00109973194033954,"Pot-68","Dry","Low","Conspecific",1,"Fungi"
"68DLC1F","Saprotroph",5357,0.368204000274933,"Pot-68","Dry","Low","Conspecific",1,"Fungi"
"68DLC1F","Symbiotroph",3449,0.237060966389443,"Pot-68","Dry","Low","Conspecific",1,"Fungi"
"68DLC1F","Unassigned",3393,0.233211904598254,"Pot-68","Dry","Low","Conspecific",1,"Fungi"
"68DLC2F","Multi-trophic",4711,0.211644727975201,"Pot-68","Dry","Low","Conspecific",2,"Fungi"
"68DLC2F","Pathotroph",35,0.00157239768183656,"Pot-68","Dry","Low","Conspecific",2,"Fungi"
"68DLC2F","Saprotroph",3016,0.135495754526259,"Pot-68","Dry","Low","Conspecific",2,"Fungi"
"68DLC2F","Symbiotroph",10538,0.473426479176962,"Pot-68","Dry","Low","Conspecific",2,"Fungi"
"68DLC2F","Unassigned",3959,0.177860640639741,"Pot-68","Dry","Low","Conspecific",2,"Fungi"
"69DLC1F","Multi-trophic",11504,0.205597455052364,"Pot-69","Dry","Low","Conspecific",1,"Fungi"
"69DLC1F","Pathotroph",1068,0.0190871072666833,"Pot-69","Dry","Low","Conspecific",1,"Fungi"
"69DLC1F","Saprotroph",20175,0.360564034742824,"Pot-69","Dry","Low","Conspecific",1,"Fungi"
"69DLC1F","Symbiotroph",16735,0.299084962647889,"Pot-69","Dry","Low","Conspecific",1,"Fungi"
"69DLC1F","Unassigned",6472,0.115666440290238,"Pot-69","Dry","Low","Conspecific",1,"Fungi"
"69DLC2F","Multi-trophic",2227,0.10076011220704,"Pot-69","Dry","Low","Conspecific",2,"Fungi"
"69DLC2F","Pathotroph",8,0.000361958193828613,"Pot-69","Dry","Low","Conspecific",2,"Fungi"
"69DLC2F","Saprotroph",15304,0.692426024794136,"Pot-69","Dry","Low","Conspecific",2,"Fungi"
"69DLC2F","Symbiotroph",2573,0.116414804090128,"Pot-69","Dry","Low","Conspecific",2,"Fungi"
"69DLC2F","Unassigned",1990,0.0900371007148674,"Pot-69","Dry","Low","Conspecific",2,"Fungi"
"6WLC1F","Multi-trophic",871,0.0586769064942064,"Pot-6","Wet","Low","Conspecific",1,"Fungi"
"6WLC1F","Pathotroph",0,0,"Pot-6","Wet","Low","Conspecific",1,"Fungi"
"6WLC1F","Saprotroph",3784,0.254917811910536,"Pot-6","Wet","Low","Conspecific",1,"Fungi"
"6WLC1F","Symbiotroph",3199,0.215507949339801,"Pot-6","Wet","Low","Conspecific",1,"Fungi"
"6WLC1F","Unassigned",6990,0.470897332255457,"Pot-6","Wet","Low","Conspecific",1,"Fungi"
"6WLC2F","Multi-trophic",678,0.0410188154153306,"Pot-6","Wet","Low","Conspecific",2,"Fungi"
"6WLC2F","Pathotroph",197,0.0119184463669913,"Pot-6","Wet","Low","Conspecific",2,"Fungi"
"6WLC2F","Saprotroph",734,0.0444068001693992,"Pot-6","Wet","Low","Conspecific",2,"Fungi"
"6WLC2F","Symbiotroph",98,0.00592897331962006,"Pot-6","Wet","Low","Conspecific",2,"Fungi"
"6WLC2F","Unassigned",14822,0.896726964728659,"Pot-6","Wet","Low","Conspecific",2,"Fungi"
"70DLC1F","Multi-trophic",2519,0.160262119862578,"Pot-70","Dry","Low","Conspecific",1,"Fungi"
"70DLC1F","Pathotroph",28,0.00178139712431607,"Pot-70","Dry","Low","Conspecific",1,"Fungi"
"70DLC1F","Saprotroph",5337,0.339547016159817,"Pot-70","Dry","Low","Conspecific",1,"Fungi"
"70DLC1F","Symbiotroph",4903,0.311935360732918,"Pot-70","Dry","Low","Conspecific",1,"Fungi"
"70DLC1F","Unassigned",2931,0.186474106120372,"Pot-70","Dry","Low","Conspecific",1,"Fungi"
"70DLC2F","Multi-trophic",1489,0.0957186937516071,"Pot-70","Dry","Low","Conspecific",2,"Fungi"
"70DLC2F","Pathotroph",7,0.000449987143224479,"Pot-70","Dry","Low","Conspecific",2,"Fungi"
"70DLC2F","Saprotroph",5797,0.372653638467472,"Pot-70","Dry","Low","Conspecific",2,"Fungi"
"70DLC2F","Symbiotroph",5056,0.325019285163281,"Pot-70","Dry","Low","Conspecific",2,"Fungi"
"70DLC2F","Unassigned",3207,0.206158395474415,"Pot-70","Dry","Low","Conspecific",2,"Fungi"
"7WLC1F","Multi-trophic",13920,0.241666666666667,"Pot-7","Wet","Low","Conspecific",1,"Fungi"
"7WLC1F","Pathotroph",4479,0.0777604166666667,"Pot-7","Wet","Low","Conspecific",1,"Fungi"
"7WLC1F","Saprotroph",5287,0.0917881944444444,"Pot-7","Wet","Low","Conspecific",1,"Fungi"
"7WLC1F","Symbiotroph",158,0.00274305555555556,"Pot-7","Wet","Low","Conspecific",1,"Fungi"
"7WLC1F","Unassigned",33756,0.586041666666667,"Pot-7","Wet","Low","Conspecific",1,"Fungi"
"7WLC2F","Multi-trophic",11894,0.292537753947563,"Pot-7","Wet","Low","Conspecific",2,"Fungi"
"7WLC2F","Pathotroph",2038,0.050125436568449,"Pot-7","Wet","Low","Conspecific",2,"Fungi"
"7WLC2F","Saprotroph",10175,0.250258251758572,"Pot-7","Wet","Low","Conspecific",2,"Fungi"
"7WLC2F","Symbiotroph",73,0.00179546460721137,"Pot-7","Wet","Low","Conspecific",2,"Fungi"
"7WLC2F","Unassigned",16478,0.405283093118206,"Pot-7","Wet","Low","Conspecific",2,"Fungi"
