OTU,Taxonomy,taxon,guid,mbNumber,taxonomicLevel,trophicMode,guild,confidenceRanking,growthForm,trait
c3de67326a457822e25335604b0b075e,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_irregularis,Rhizophagus,1CB1CAF7-36B9-11D5-9548-00D0592D548C,20482,13,Symbiotroph,|Arbuscular Mycorrhizal|-Endophyte,Highly Probable,Microfungus,NULL
7e80bddac576bf30fd27a7656cbae8f6,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Cladorrhinum,Cladorrhinum,1CB18117-36B9-11D5-9548-00D0592D548C,7678,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Plant Pathogen-Plant Saprotroph-|Undefined Saprotroph|-Wood Saprotroph,Probable,Microfungus,Soft Rot
a860ecea51ff1490fe8cf78debe72024,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp,Hypocreales,1CB18E60-36B9-11D5-9548-00D0592D548C,90477,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL
4bc96df48218aebc48495f59a04dcacf,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Nectriella;s__Nectriella_adonidis,Nectriella,1CB1C94A-36B9-11D5-9548-00D0592D548C,3432,13, Saprotroph,|Plant Saprotroph|-Undefined Saprotroph,Probable,Microfungus,NULL
ab0b0303e96938cc94e1dc911dc65716,k__Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA
7495fc5a3169530c804978de5872659c,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Funneliformis;s__Funneliformis_mosseae,Funneliformis,5BC87D7D-6141-49A9-8DD9-8B433C81FAA1,542894,13,Symbiotroph,|Arbuscular Mycorrhizal|-Endophyte,Highly Probable,Microfungus,NULL
51775ae3f7b8c6ea66bc3d0ff50a4f1f,k__Fungi;p__Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA
5f5ef71f101f26c10d983dc64d0853ec,k__Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA
b2dac3812ae2705b153196c4edbcdb32,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Cercospora;s__Cercospora_sp,Cercospora,1CB1C60B-36B9-11D5-9548-00D0592D548C,7545,13,Pathotroph,|Plant Pathogen|,Probable,Microfungus,NULL
8ca021d1c882001daf600535628b87b2,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__Paraphaeosphaeria_michotii,Paraphaeosphaeria michotii,1CB19781-36B9-11D5-9548-00D0592D548C,335615,20,Pathotroph,Plant Pathogen,Probable,NULL,NULL
e8ac4868e541e58427971b675398cf9b,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__Humicola_repens,Humicola,1CB1C7CC-36B9-11D5-9548-00D0592D548C,8566,13,Pathotroph-Saprotroph,Plant Pathogen-Undefined Saprotroph-|Wood Saprotroph|,Probable,Microfungus,Soft Rot
0d7737e2f216713fd84751b3b0001959,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_merkxianum,Fusarium,1CB188FE-36B9-11D5-9548-00D0592D548C,8284,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot
4541010e26b024df3baa0706f3960fca,k__Fungi;p__Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA
27168fab1401bc08f00687edc97af6f6,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Branch06;f__Branch06_fam_Incertae_sedis;g__Branch06_gen_Incertae_sedis;s__Branch06_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA
efd5f02b7b192652a165ba3bc9add897,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella;s__Rhinocladiella_sp,Rhinocladiella,1CB1A1FC-36B9-11D5-9548-00D0592D548C,9720,13,Pathotroph-Saprotroph-Symbiotroph,Animal Parasite-Endophyte-|Undefined Saprotroph|-Wood Saprotroph,Probable,Dimorphic-Facultative Yeast,Soft Rot
1429334b3b776c0c366ccbad5493cb22,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium,Fusarium,1CB188FE-36B9-11D5-9548-00D0592D548C,8284,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot
e7e684bab7ca885aa148684435e45adc,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Pseudopithomyces;s__Pseudopithomyces_rosae,Pseudopithomyces,66ED2EAD-1569-42DF-970D-54A44C0D1F8D,551392,13,Pathotroph-Saprotroph,|Plant Pathogen|-Plant Saprotroph,Probable,Microfungus,NULL
9a6ce9d42b5a84b6f8f74c135756d904,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Stachybotryaceae_gen_Incertae_sedis;s__Stachybotryaceae_sp,Hypocreales,1CB18E60-36B9-11D5-9548-00D0592D548C,90477,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL
6cd8cf96fe0efab6f4e3a808ff686f84,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Microdominikia;s__Microdominikia_sp,Microdominikia,0CBCFFBC-45AD-4C74-943C-C2F53A31B502,831098,13,Symbiotroph,|Arbuscular Mycorrhizal|-Endophyte,Probable,Microfungus,NULL
8f049a222de79fe454fe6bbcded3ad0c,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Smardaea;s__Smardaea_planchonis,Smardaea,50882CA7-846C-41DE-ACAC-AEB37743645A,5044,13,Saprotroph-Symbiotroph,Endophyte-|Undefined Saprotroph|,Probable,Microfungus-Pezizoid,NULL
1fcfd25c0a7b43caad71cf843fe4b99c,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Cephalotrichum;s__Cephalotrichum_telluricum,Cephalotrichum,1CB1C601-36B9-11D5-9548-00D0592D548C,7527,13, Saprotroph,|Undefined Saprotroph|,Probable,Microfungus,NULL
1e54178dadb23ac69e4195e4f8f58cda,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Myrmecridiales;f__Myrmecridiaceae;g__Myrmecridium;s__Myrmecridium_schulzeri,Myrmecridium schulzeri,A9FD7CE0-959D-49ED-AD09-3F8ACB4EEBDF,504560,20,Symbiotroph,Endophyte,Highly Probable,NULL,NULL
475c34239eb859e06537ad825a3ce602,k__Fungi;p__Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA
358b61b74b6df35f7fc13cd617d3fc86,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_tephrensis,Vishniacozyma,45266574-1EE5-4A93-B0A6-2885A7F45AE1,813272,13,Saprotroph,|Undefined Saprotroph|,Probable,Yeast,NULL
23a750d3653ac80aa9d79861543c296b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales,NA,NA,NA,NA,NA,NA,NA,NA,NA
fad7d241c19f462782ecf1328c0fbae1,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
97c2f73cc5fe7cb679b43cffb2643d6e,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Stachybotryaceae_gen_Incertae_sedis;s__Stachybotryaceae_sp,Hypocreales,1CB18E60-36B9-11D5-9548-00D0592D548C,90477,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL
f48bbb0069d04b7b3124114d060b3a43,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;g__Hemimycena;s__Hemimycena_subimmaculata,Hemimycena,1CB1C7AE-36B9-11D5-9548-00D0592D548C,17734,13,Saprotroph,|Plant Saprotroph|-Undefined Saprotroph,Probable,Agaricoid,NULL
f2a3cda61613aa4fcbfeb7c1d10d1381,k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp,Archaeorhizomyces,0F9DE1D2-B4EC-400D-967F-922D55082CB4,561765,13,Saprotroph,|Undefined Saprotroph|,Probable,Microfungus,NULL
e3ed015d0685f45464ef9adabd7f0ef0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Oncopodiella;s__Oncopodiella_sp,Oncopodiella,1CB1D0BC-36B9-11D5-9548-00D0592D548C,9152,13,Saprotroph,|Wood Saprotroph|,Probable,Microfungus,NULL
e86480095aefb655f6e13084eeb1ca57,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Teratosphaeriaceae_gen_Incertae_sedis;s__Teratosphaeriaceae_sp,Teratosphaeriaceae,87A3FDCC-E75C-4F2E-B987-C7579847CE32,504465,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Probable,NULL,NULL
99f427ae78765ce0f352ac13d6306da9,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Oliveoniaceae;g__Oliveonia;s__Oliveonia_sp,Oliveonia,F8197E1C-0484-41C7-9C08-6BDDA1E7782C,18145,13,Saprotroph,Undefined Saprotroph-|Wood Saprotroph|,Probable,Corticioid,NULL
36bb0aa45605bf6b5623535aee861b16,k__Fungi;p__Ascomycota;c__Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA
d15539e7d1f5dcada02f3e189d7e0353,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Laburnicola;s__Laburnicola_sp,Laburnicola,D76C20FA-A28C-41AB-8236-7F5A9D678A89,551955,13,Saprotroph,|Wood Saprotroph|,Probable,Microfungus,NULL
4ffee3875ab15a38f19699e2be1ce9e3,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma,Paraphoma,0137516B-8BD4-45BF-9368-E16312909A70,25835,13,Pathotroph-Saprotroph,|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL
f33782bbac6465aeba1b70812d4d552a,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apiosordaria;s__Apiosordaria_sp,Apiosordaria,1CB1C493-36B9-11D5-9548-00D0592D548C,262,13,Saprotroph,|Dung Saprotroph|-Undefined Saprotroph,Highly Probable,Microfungus,NULL
80f469bec54d66d0d62438ce8818c6b8,k__Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA
cbf068b0d7b0efb86ac59b0b067ed47f,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae,Herpotrichiellaceae,1CB1CD37-36B9-11D5-9548-00D0592D548C,80856,9,Pathotroph-Saprotroph,Animal Pathogen-Fungal Parasite-Undefined Saprotroph,Probable,Facultative Yeast-Microfungus,NULL
ecf77452f203c97d6d4810039694d49e,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Ramularia,Ramularia,1CB1CADF-36B9-11D5-9548-00D0592D548C,9691,13, Pathotroph,|Plant Pathogen|,Probable,Microfungus,NULL
0d3b5198193d30302f32e1ee29c21fb9,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Ophiosphaerella;s__Ophiosphaerella_narmari,Ophiosphaerella narmari,1CB1ADBB-36B9-11D5-9548-00D0592D548C,460057,20,Pathotroph,Plant Pathogen,Probable,NULL,NULL
161ae4b635f9294f23b4de5cd064ec0a,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_humuli,Fusarium,1CB188FE-36B9-11D5-9548-00D0592D548C,8284,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot
b9eba8d78548d902f6bedb67ba27d20f,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apiosordaria;s__Apiosordaria_sp,Apiosordaria,1CB1C493-36B9-11D5-9548-00D0592D548C,262,13,Saprotroph,|Dung Saprotroph|-Undefined Saprotroph,Highly Probable,Microfungus,NULL
86bbac70556f3fdf43718a7a8609da19,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella,Mortierella,1CB19427-36B9-11D5-9548-00D0592D548C,20345,13,Saprotroph-Symbiotroph,Endophyte-Plant Saprotroph-|Undefined Saprotroph|,Probable,Microfungus,NULL
a82ba8177d25949d9029e590b43e616a,k__Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA
f73dc0aea640c40a0647f844cd595e5f,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apiosordaria;s__Apiosordaria_sp,Apiosordaria,1CB1C493-36B9-11D5-9548-00D0592D548C,262,13,Saprotroph,|Dung Saprotroph|-Undefined Saprotroph,Highly Probable,Microfungus,NULL
a83ab6d14959f15b7efed5020e0624f3,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Hypocreales_gen_Incertae_sedis;s__Hypocreales_sp,Hypocreales,1CB18E60-36B9-11D5-9548-00D0592D548C,90477,7,Saprotroph,Undefined Saprotroph,Possible,Microfungus,NULL
8a4b06514300a4895d07fc0c517418fa,k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp,Archaeorhizomyces,0F9DE1D2-B4EC-400D-967F-922D55082CB4,561765,13,Saprotroph,|Undefined Saprotroph|,Probable,Microfungus,NULL
8d4425d7b020fb3813f0170fd762dd8b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Paulisebacina;s__Paulisebacina_allantoidea,Paulisebacina,AB733CD8-7F64-431E-AF33-5C324AD0E831,808187,13,Saprotroph,|Plant Saprotroph|,Probable,Corticioid,NULL
4b4db96b5fccaf944a14c2033e3dc969,k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizales_fam_Incertae_sedis;g__Pezizales_gen_Incertae_sedis;s__Pezizales_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA
c9dba5963ac27ab6116672e414209c20,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA
8b590c3a35e1275aa14cccbc609788f0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__Curvularia_inaequalis,Curvularia inaequalis,5D5AFCB3-CA0C-4D0F-A3A2-9CCD124D3C11,267748,20,Pathotroph,Plant Pathogen,Probable,Microfungus,NULL
6de6ab0aa50f9333302615248a1f56dc,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Macrophomina;s__Macrophomina_sp,Macrophomina,1CB1C89B-36B9-11D5-9548-00D0592D548C,8814,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-|Plant Pathogen|-Plant Saprotroph,Probable,Microfungus,NULL
02529e51c3960e94cebebd7167de9091,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_sp,Rhizophagus,1CB1CAF7-36B9-11D5-9548-00D0592D548C,20482,13,Symbiotroph,|Arbuscular Mycorrhizal|-Endophyte,Highly Probable,Microfungus,NULL
cf49190863c67052e294bc560608f15d,k__Fungi;p__Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA
9d573ea34130eb348ecbea9ae4d49c23,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipita;s__Serendipita_sp,Serendipita,9597D21B-8566-4B87-B888-F7D578F17392,22442,13,Saprotroph-Symbiotroph,Ectomycorrhizal-|Endophyte|-Ericoid Mycorrhizal-Orchid Mycorrhizal-Undefined Saprotroph,Highly Probable,Microfungus,NULL
b063b88fc62067e649e6465093e6289b,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae,Chaetomiaceae,1CB1CCE0-36B9-11D5-9548-00D0592D548C,80582,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot
3d5dd4af0b00d9b82c1431e26dd15c75,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_sp,Podospora,1CB19C56-36B9-11D5-9548-00D0592D548C,4284,13,Saprotroph-Symbiotroph,|Dung Saprotroph|-Endophyte-Plant Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL
09f9cdc61da57b8c1d4a8f9a8e530bc7,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Hirsutella;s__Hirsutella_minnesotensis,Hirsutella,1CB18D65-36B9-11D5-9548-00D0592D548C,8538,13,Pathotroph-Saprotroph,|Animal Parasite|-Animal Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL
5a7a6b54f4b1ab0925908b58e4c3d010,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella_panaeoloides,Psathyrella,1CB19D03-36B9-11D5-9548-00D0592D548C,18378,13,Saprotroph,Plant Saprotroph-|Wood Saprotroph|,Probable,Agaricoid,NULL
1ac3d165e7e99a7d1086ff6cd5a6eedf,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Laburnicola;s__Laburnicola_sp,Laburnicola,D76C20FA-A28C-41AB-8236-7F5A9D678A89,551955,13,Saprotroph,|Wood Saprotroph|,Probable,Microfungus,NULL
53aced87037f5379b8e5f100fb886abd,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Protocreopsis;s__Protocreopsis_rutila,Protocreopsis,1CB1CA88-36B9-11D5-9548-00D0592D548C,4384,13,Saprotroph,Plant Saprotroph-Undefined Saprotroph-|Wood Saprotroph|,Probable,Microfungus,NULL
e9d861af223ec70c9c687f0fc06619d1,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium,Fusarium,1CB188FE-36B9-11D5-9548-00D0592D548C,8284,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph,Possible,Microfungus,Soft Rot
93864067512cb1b7186f2d08e9e65a6e,k__Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA
60c4503cc5091926c0fe5039f5800884,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__Paraphoma_pye,Paraphoma pye,BC9AABDD-4099-4711-9596-9489EBB874AD,819470,20,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL
5a2ad356091ececd145655fe34e0e6ec,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__Podospora_sp,Podospora,1CB19C56-36B9-11D5-9548-00D0592D548C,4284,13,Saprotroph-Symbiotroph,|Dung Saprotroph|-Endophyte-Plant Saprotroph-Undefined Saprotroph,Possible,Microfungus,NULL
6bc40377b677d5bc91fea6f642534f1b,k__Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA
4fbb4e956abe057c23855dc3aff42015,k__Fungi;p__Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA
7e1bed3754564ad4be7b5af3034713ec,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__Paraphoma_radicina,Paraphoma,0137516B-8BD4-45BF-9368-E16312909A70,25835,13,Pathotroph-Saprotroph,|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph-Wood Saprotroph,Probable,Microfungus,NULL
6378111ada62b59a2f7cc40c8a9cf978,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Niesslia;s__Niesslia_ligustica,Niesslia,1CB1963E-36B9-11D5-9548-00D0592D548C,3506,13,Saprotroph,Dung Saprotroph-|Plant Saprotroph|-Undefined Saprotroph,Probable,Microfungus,NULL
5dcfdd17bf635f9074c2bc3ab9ec3e22,k__Fungi;p__Ascomycota;c__Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA
b84d6f9f10d59c7eac755c86ac44b80f,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Piskurozymaceae;g__Solicoccozyma;s__Solicoccozyma_terrea,Solicoccozyma,4A8397CD-6C1D-4D95-B8CB-6A3CB3AE9F8F,812197,13,Saprotroph-Symbiotroph,Epiphyte-|Undefined Saprotroph|,Probable,Yeast,NULL
2f69afff0fd14c97dc23ea9b0410d8aa,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Corynesporascaceae;g__Corynespora;s__Corynespora_sp,Corynespora,1CB18531-36B9-11D5-9548-00D0592D548C,7795,13,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Lichen Parasite-|Plant Pathogen|-Undefined Saprotroph,Probable,Microfungus,NULL
2099161ade7d0964a44675be6a3f0670,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__Psathyrella_panaeoloides,Psathyrella,1CB19D03-36B9-11D5-9548-00D0592D548C,18378,13,Saprotroph,Plant Saprotroph-|Wood Saprotroph|,Probable,Agaricoid,NULL
066857f0993123c92e8003e89f0d5245,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma;s__Paraphoma_chlamydocopiosa,Paraphoma chlamydocopiosa,D50FD4FF-5248-4FB0-918F-DF930D1FF9B7,819469,20,Pathotroph,Plant Pathogen,Highly Probable,Microfungus,NULL
60ddcfe81120f7e792329572cf7ac536,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae,Didymosphaeriaceae,1CB1CD0B-36B9-11D5-9548-00D0592D548C,80702,9,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Probable,Microfungus,NULL
5aec569cbee893a4d1449e36912424f7,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Kamienskia;s__Kamienskia_sp,Kamienskia,EC3C6C34-F458-4509-96A2-E5C302BA7F33,808260,13,Symbiotroph,|Arbuscular Mycorrhizal|-Endophyte,Probable,Microfungus,NULL
614523b2b947f178713286c752985848,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Teratosphaeriaceae_gen_Incertae_sedis;s__Teratosphaeriaceae_sp,Teratosphaeriaceae,87A3FDCC-E75C-4F2E-B987-C7579847CE32,504465,9,Pathotroph-Saprotroph,Animal Pathogen-Plant Pathogen-Undefined Saprotroph,Probable,NULL,NULL
c00b35fba5a0fc4006205d6130babe7f,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Slopeiomyces;s__Slopeiomyces_cylindrosporus,Slopeiomyces,B0E93B0A-39C0-40B6-BA8A-6F7136998738,810199,13,Symbiotroph,|Endophyte|,Probable,Microfungus,NULL
b52ad1048b2bde9452e1cb57ad175d02,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Neodevriesiaceae;g__Neodevriesia,Neodevriesia,59952179-600D-4339-A964-9BC6C722A774,807768,13,Pathotroph-Saprotroph,|Plant Pathogen|-Plant Saprotroph,Probable,Microfungus,NULL
090c1374753ab9590e3c0c41b3a934fa,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Lentitheciaceae_gen_Incertae_sedis;s__Lentitheciaceae_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA
5382809cd1770322d5b9f2bad89e9ffc,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Pezicula,Pezicula,1CB1C9D8-36B9-11D5-9548-00D0592D548C,3858,13,Pathotroph-Saprotroph-Symbiotroph,|Endophyte|-Plant Pathogen-Plant Saprotroph-Undefined Saprotroph,Probable,Microfungus,NULL
5b68f075fda5c2094b49248055b1989d,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Serendipitaceae;g__Serendipita;s__Serendipita_sp,Serendipita,9597D21B-8566-4B87-B888-F7D578F17392,22442,13,Saprotroph-Symbiotroph,Ectomycorrhizal-|Endophyte|-Ericoid Mycorrhizal-Orchid Mycorrhizal-Undefined Saprotroph,Highly Probable,Microfungus,NULL
67685e53add4cf07ba3e22f5decef899,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Oliveoniaceae;g__Oliveonia;s__Oliveonia_sp,Oliveonia,F8197E1C-0484-41C7-9C08-6BDDA1E7782C,18145,13,Saprotroph,Undefined Saprotroph-|Wood Saprotroph|,Probable,Corticioid,NULL
e399dc7c0823811b06f9eea10fa4ea6c,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_cladosporioides,Cladosporium cladosporioides,1CB18121-36B9-11D5-9548-00D0592D548C,294915,20,Pathotroph-Symbiotroph,Endophyte-Epiphyte-Plant Pathogen,Possible,Microfungus,NULL
0684981802791d3f2a83682811595e50,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus;s__Rhizophagus_sp,Rhizophagus,1CB1CAF7-36B9-11D5-9548-00D0592D548C,20482,13,Symbiotroph,|Arbuscular Mycorrhizal|-Endophyte,Highly Probable,Microfungus,NULL
67b7cba9ec78b33b6e85d2e2eb577eee,k__Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA
